Month Name,Agency,Description,Borough,# of Incidents,Response Times
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Staten Island,186,45.16
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Unspecified,2,0.00
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Bronx,780,54.22
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Brooklyn,1192,28.52
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Manhattan,904,51.32
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Queens,760,54.07
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Staten Island,186,52.69
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Unspecified,2,100.00
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Bronx,780,2.81
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Brooklyn,1192,0.84
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Manhattan,904,2.63
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Queens,760,4.72
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Staten Island,186,1.08
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Unspecified,2,0.00
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Bronx,780,0.77
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Brooklyn,1192,0.50
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Manhattan,904,0.22
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Queens,760,0.00
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Staten Island,186,1.08
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Unspecified,2,0.00
2017 / 09,FDNY,Average response time to structural fires,Bronx,562,308.80
2017 / 09,FDNY,Average response time to structural fires,Brooklyn,716,263.66
2017 / 09,FDNY,Average response time to structural fires,Manhattan,564,316.66
2017 / 09,FDNY,Average response time to structural fires,Queens,380,307.57
2017 / 09,FDNY,Average response time to structural fires,Staten Island,80,292.92
2017 / 09,FDNY,Average response time to non-structural fires,Bronx,214,367.03
2017 / 09,FDNY,Average response time to non-structural fires,Brooklyn,494,374.86
2017 / 09,FDNY,Average response time to non-structural fires,Manhattan,298,353.95
2017 / 09,FDNY,Average response time to non-structural fires,Queens,350,365.24
2017 / 09,FDNY,Average response time to non-structural fires,Staten Island,70,338.74
2017 / 09,FDNY,Average response time to non-fire emergencies,Bronx,10850,543.28
2017 / 09,FDNY,Average response time to non-fire emergencies,Brooklyn,15952,453.66
2017 / 09,FDNY,Average response time to non-fire emergencies,Manhattan,13028,496.72
2017 / 09,FDNY,Average response time to non-fire emergencies,Queens,10630,534.16
2017 / 09,FDNY,Average response time to non-fire emergencies,Staten Island,2510,509.18
2017 / 09,FDNY,Average response time to non-fire emergencies,Unspecified,14,625.14
2017 / 09,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Bronx,850,442.27
2017 / 09,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Brooklyn,1170,425.45
2017 / 09,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Manhattan,940,428.30
2017 / 09,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Queens,1070,456.11
2017 / 09,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Staten Island,240,422.62
2017 / 09,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Unspecified,2,236.00
2017 / 09,EMS,Average response time to life threatening medical emergencies by ambulance units,Brooklyn,23580,520.86
2017 / 09,EMS,Average response time to life threatening medical emergencies by ambulance units,Manhattan,21808,529.36
2017 / 09,EMS,Average response time to life threatening medical emergencies by ambulance units,Queens,16592,535.40
2017 / 09,EMS,Average response time to life threatening medical emergencies by ambulance units,Staten Island,3608,505.44
2017 / 09,EMS,Average response time to life threatening medical emergencies by ambulance units,Unspecified,30,641.73
2017 / 09,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Bronx,48816,685.11
2017 / 09,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Brooklyn,57168,619.39
2017 / 09,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Manhattan,50056,681.90
2017 / 09,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Queens,39490,593.06
2017 / 09,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Staten Island,8252,562.32
2017 / 09,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Unspecified,160,1039.19
2017 / 09,FDNY,Average response time to life threatening medical emergencies by fire units,Bronx,4512,488.58
2017 / 09,FDNY,Average response time to life threatening medical emergencies by fire units,Brooklyn,7450,415.20
2017 / 09,FDNY,Average response time to life threatening medical emergencies by fire units,Manhattan,5658,472.98
2017 / 09,FDNY,Average response time to life threatening medical emergencies by fire units,Queens,5170,448.47
2017 / 09,FDNY,Average response time to life threatening medical emergencies by fire units,Staten Island,1234,427.23
2017 / 09,FDNY,Average response time to life threatening medical emergencies by fire units,Unspecified,10,516.60
2017 / 09,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Bronx,21182,511.39
2017 / 09,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Brooklyn,25528,465.80
2017 / 09,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Manhattan,23662,494.65
2017 / 09,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Queens,17880,483.43
2017 / 09,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Staten Island,3896,448.02
2017 / 09,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Unspecified,34,618.29
2017 / 09,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Bronx,10340,58.49
2017 / 09,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Brooklyn,16026,59.92
2017 / 09,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Manhattan,14928,62.66
2017 / 09,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Queens,10700,50.09
2017 / 09,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Staten Island,2438,62.59
2017 / 09,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Unspecified,12,16.67
2017 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Bronx,776,46.13
2017 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Brooklyn,1210,63.31
2017 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Manhattan,862,47.10
2017 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Queens,730,44.66
2017 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Staten Island,150,52.00
2017 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Bronx,776,51.55
